length,width,height,force,E,stress,deflection
0.9453619139498769,0.0955036738318629,0.042230578160511935,143.47176042331958,69.0,4.777950505828806,0.9769458068592097
1.0903540362190314,0.09277068356537281,0.027710054558153195,411.6161203559288,200.0,37.802945705720106,5.406324108939902
0.9029513540634038,0.056094174251079626,0.09659097966831506,195.9629857134947,200.0,2.028610881539208,0.057078116337077996
1.5742641875520627,0.08942831503488317,0.07880749848133603,442.1243508973884,69.0,7.519053395063109,2.284601768661764
1.5230654839986728,0.05646698866810465,0.07005855232445743,237.21123442302328,200.0,7.82146550837936,0.8632624951353618
1.2007865155139368,0.05377581770127203,0.09023227858427199,80.4902029205362,69.0,1.3244915839075129,0.20449304097166768
1.5213263666224646,0.024732188754953272,0.039731806975455,123.1315222658991,200.0,28.787483700807055,5.5897053806049355
0.9175368785633807,0.08348832905858196,0.07471359052882819,345.5657825279921,69.0,4.082070744220614,0.44441389289036065
0.8292050980552292,0.0638244953704976,0.02427199264886628,439.74161705318664,69.0,58.18519973204755,15.92541193382466
0.5184558082045679,0.07466452938856033,0.07771387048795822,49.17720721546116,69.0,0.33924655442984303,0.011337049549880634
1.1108895497850415,0.028285953428106733,0.046629739335398435,178.8081194683091,69.0,19.37816145459472,4.95508370399473
1.5998171794842675,0.08429607607279027,0.066252850083106,494.00587780350145,69.0,12.815549505165743,4.78335958052944
0.8998687478718116,0.07650556282374157,0.0545128787282418,275.3343649462837,69.0,6.538823142311572,0.938465826247456
0.9199832488472763,0.02362669604173025,0.06510274548891042,218.96016394281594,69.0,12.06965003892718,1.5160546739540999
1.9361213941124338,0.02366536511208536,0.08857664126784652,227.18231862785677,200.0,14.213686627300644,2.005078781220506
1.9996144595522312,0.09679300911148708,0.09769451956875402,67.44736255597093,200.0,0.875947537894036,0.11950310158696338
1.994328443276229,0.04874062270791839,0.07726454704521929,329.5339020517598,69.0,13.551782888311902,6.740144215322143
0.6497264189582534,0.08465117417956908,0.023316608889662565,75.31158401367094,200.0,6.379399446231558,0.3849942171669424
0.8187856461078451,0.04464978853495449,0.053711733812548235,153.14344048428532,69.0,5.840662628075841,0.7043573335696678
0.9081040306417276,0.09348361353877502,0.09681800214169936,276.8905110696358,69.0,1.7216592565963886,0.14168436956841596
1.5694355793401753,0.05996345143783206,0.02537619685432415,422.27188936399085,200.0,102.97865705823871,33.31857526968205
0.8539842969564099,0.034473461087098964,0.0867631124111424,56.924939240166424,200.0,1.123954103429433,0.031491400091134686
1.952485831911619,0.08109132841926413,0.033035566918800434,447.30102729316764,69.0,59.21082250595106,66.01684456943826
1.9305292798492368,0.09457917909835452,0.06797501540551978,395.61648853704315,200.0,10.485951809617811,1.9164172606439387
1.7673740102805138,0.08078517173689422,0.04676218961137463,244.1207918370244,69.0,14.654235109835485,9.457686089551414
0.6269047145000035,0.0859181352694087,0.04238574660672084,66.7172204989478,200.0,1.6257966093774936,0.05024908905697208
1.6081084823471599,0.026425197219427494,0.022348009994525037,475.92045479334206,69.0,347.9405238161209,389.0061718014056
1.703970673779662,0.07710548355814802,0.08284646710553614,232.43209265230567,200.0,4.490308786650021,0.5245721038320266
0.9444965346835645,0.08387229410921025,0.045006407694329634,464.8143289232598,69.0,15.504719182473046,2.969271725353283
1.811428659590017,0.0673627830350437,0.046235683376856136,230.91787076740832,200.0,17.428316814238354,4.122867517646266
1.6548028339505736,0.06376930179334417,0.09857937195146585,67.7206074503579,200.0,1.0850121353478055,0.10046616065721171
0.5954325014871593,0.09990646628354556,0.08846348429942189,428.7865027586181,200.0,1.959310263965891,0.026174777072636417
1.7016010015009209,0.07605317614037074,0.08440304901170678,407.09743258559064,200.0,7.671383947433816,0.8772225641148067
1.199993202444506,0.07966483272046383,0.07586923144158396,388.92165794596923,69.0,6.106525104706374,1.119813462367778
0.9617346453779406,0.069918988571395,0.08987340564316493,368.8156108958641,69.0,3.7684110748034247,0.3747116926192059
0.5019944430323326,0.06269767817224767,0.021356975168747825,396.99996948133196,69.0,41.81284222381908,4.766805331627956
1.2091927406131282,0.029389328317095086,0.020750693683233044,47.72521433346003,69.0,27.36149163128344,18.627641141783524
1.108731939558867,0.03013805153559333,0.02450410960289757,265.21337713966005,200.0,97.49452121061285,16.303210908375462
0.689099855299945,0.09627438609461803,0.022091357257081612,258.1040320437178,200.0,22.712902787536155,1.6273962307655523
1.7777969379426701,0.03321983611031494,0.08750056551799532,136.7953474823402,69.0,5.737008929573814,2.0021592773707084
0.6426443950959833,0.03439878085833355,0.02412141154353528,142.33646496750697,69.0,27.421402437341673,4.53615663672197
1.4292236434398817,0.08282861591465068,0.08426373682890893,28.022523401488854,69.0,0.4085985763367831,0.09570093230543258
1.2690638399971743,0.08439190217062065,0.08412331044652284,128.34123369674072,69.0,1.636317007070261,0.3026757861527366
1.6847307826191011,0.06059659060936541,0.08353749345616175,413.3448130950629,69.0,9.880596945882791,3.2435635858303824
1.7061955982597456,0.03716047577289863,0.08931304041916446,200.49560167423002,200.0,6.924268558968619,0.7523075310948488
0.7470988046099973,0.06024159855804043,0.0688164622707389,293.29189559697346,200.0,4.60837892195422,0.12459214629867899
0.9461085620390336,0.06992509986436904,0.07680832458647073,74.90690998120236,200.0,1.0307763035911197,0.04004209805955379
1.1100965173675545,0.04180754185193167,0.03884370808181893,50.323511847108676,69.0,5.313576468666901,1.628723579662937
1.6290486514054976,0.022637323438640066,0.07632447789048245,367.49521241153224,200.0,27.238565399116748,3.156946651554442
0.6796158332727404,0.03598638383982719,0.08763458734029472,436.9723245145996,200.0,6.447322146843545,0.1132686036095477
1.3416515127181168,0.09228142204874852,0.025553680286730964,15.545840057463023,69.0,2.076748847819499,1.4134147555057277
0.5078822868909459,0.0662141278258373,0.07055612175740425,348.8610081306771,200.0,3.2251259775901233,0.03930219993242316
0.532046366308371,0.07436001947219127,0.09794259121951779,303.40858721170423,69.0,1.3578316444288154,0.03791691099441358
0.5227106808100548,0.03802705882553647,0.05772691597593972,174.74689556274922,69.0,4.324865889325697,0.1977774110445117
1.3182993727181636,0.08432005023834904,0.08561558061932728,364.01770061172397,200.0,4.658556087913069,0.31521389867648686
1.264560863458573,0.0922592633696636,0.06815303185915195,266.9354405664239,200.0,4.726252078346006,0.36964932682801876
